Hours_Worked_Per_Week,Access_to_Mental_Health_Resources,Work_Life_Balance_Rating,Social_Isolation_Rating,Sleep_Quality,Risk_Score_Raw,Burnout_Risk
79,0,1,2,9,12.599999999999994,1
26,1,1,2,6,-25.6,0
76,1,3,3,7,28.399999999999977,1
54,1,0,3,6,27.599999999999994,1
67,0,3,0,6,3.799999999999997,1
37,1,3,2,6,-22.200000000000003,0
35,0,2,1,9,-63.0,0
74,0,1,0,8,1.5999999999999943,1
58,0,0,0,5,21.19999999999999,1
23,0,0,3,5,-3.8000000000000043,1
78,0,2,2,7,29.19999999999999,1
44,0,3,0,7,-40.400000000000006,0
51,0,2,2,9,-32.60000000000001,0
59,0,3,3,5,28.599999999999994,1
32,1,0,0,8,-51.2,0
64,0,2,0,9,-30.400000000000006,0
36,0,3,1,7,-43.6,0
68,1,2,3,9,-0.8000000000000114,1
56,1,1,1,7,-3.6000000000000085,1
25,1,2,3,5,-13.0,0
38,1,0,1,9,-46.800000000000004,0
32,0,2,3,6,-15.200000000000003,0
76,1,0,3,7,46.39999999999998,1
79,1,0,0,6,38.599999999999994,1
45,1,2,1,7,-25.0,0
33,1,2,1,6,-29.800000000000004,0
50,0,2,1,5,6.0,1
73,1,1,0,5,36.19999999999999,1
23,1,1,2,8,-53.800000000000004,0
79,1,3,3,8,20.599999999999994,1
58,1,2,1,8,-18.80000000000001,0
27,0,3,3,9,-64.2,0
44,1,3,0,7,-40.400000000000006,0
32,1,0,3,9,-39.2,0
51,1,3,0,8,-42.60000000000001,0
78,0,2,2,7,29.19999999999999,1
57,1,1,1,9,-26.200000000000003,0
57,1,3,0,5,1.7999999999999972,1
75,0,3,3,7,27.0,1
47,1,1,0,8,-36.2,0
72,0,3,0,5,22.799999999999997,1
49,0,2,2,7,-11.400000000000006,0
22,1,3,1,9,-87.2,0
47,1,0,0,8,-30.200000000000003,0
22,0,3,0,9,-95.2,0
64,0,0,3,5,53.599999999999994,1
73,1,1,0,5,36.19999999999999,1
53,0,1,0,5,8.199999999999989,1
35,0,3,1,7,-45.0,0
41,1,3,1,8,-48.599999999999994,0
51,0,1,3,5,29.39999999999999,1
80,0,0,0,9,4.0,1
57,0,1,0,8,-22.200000000000003,0
27,0,1,0,9,-76.2,0
74,0,0,2,9,11.599999999999994,1
27,0,1,2,5,-12.200000000000003,0
76,1,3,3,8,16.399999999999977,1
25,0,3,2,6,-39.0,0
33,1,1,3,7,-19.80000000000001,0
51,1,3,0,6,-18.60000000000001,0
54,1,2,2,7,-4.400000000000006,1
29,1,1,1,8,-53.400000000000006,0
22,1,2,2,5,-25.200000000000003,0
78,1,1,0,8,7.199999999999989,1
31,1,1,1,6,-26.6,0
68,1,2,3,9,-0.8000000000000114,1
78,0,1,0,7,19.19999999999999,1
50,1,3,1,7,-24.0,0
48,1,2,2,6,-0.8000000000000114,1
24,1,1,3,5,-8.400000000000006,0
71,0,3,2,8,1.3999999999999915,1
44,1,2,1,6,-14.400000000000006,0
60,0,2,1,8,-16.0,0
50,1,3,0,5,-8.0,0
40,1,1,3,9,-34.0,0
77,0,1,3,8,29.80000000000001,1
39,1,2,1,5,-9.400000000000006,0
58,0,0,0,6,9.199999999999989,1
41,0,1,1,9,-48.599999999999994,0
23,1,1,1,9,-73.80000000000001,0
32,1,3,3,9,-57.2,0
64,0,0,2,7,21.599999999999994,1
61,0,0,2,5,41.39999999999999,1
69,1,2,3,8,12.599999999999994,1
68,1,3,0,6,5.199999999999989,1
39,1,3,3,9,-47.400000000000006,0
71,0,1,0,9,-14.600000000000009,1
32,1,2,3,9,-51.2,0
36,0,1,0,5,-15.600000000000001,0
73,1,0,1,6,38.19999999999999,1
55,0,3,1,5,7.0,1
52,0,2,0,6,-11.200000000000003,0
20,1,1,3,8,-50.0,0
34,0,1,1,7,-34.400000000000006,0
32,0,0,3,6,-3.200000000000003,1
36,0,3,2,5,-11.599999999999994,0
43,0,0,1,5,8.199999999999989,1
77,0,1,3,5,65.80000000000001,1
27,1,3,3,7,-40.2,0
69,1,3,2,6,22.599999999999994,1
46,0,0,3,6,16.39999999999999,1
64,1,3,0,6,-0.4000000000000057,1
42,0,0,1,6,-5.200000000000003,0
65,0,3,0,9,-35.0,0
27,1,3,2,9,-72.2,0
27,0,2,0,5,-34.2,0
78,0,3,3,9,7.199999999999989,1
45,0,1,2,6,1.0,1
66,1,2,2,6,24.39999999999999,1
78,1,0,0,9,1.1999999999999886,1
32,0,1,2,8,-41.2,0
58,0,0,0,5,21.19999999999999,1
56,0,0,0,7,-5.6000000000000085,0
68,0,1,0,5,29.19999999999999,1
47,0,0,2,5,21.799999999999997,1
44,1,2,2,5,5.599999999999994,1
80,1,1,1,9,6.0,1
35,1,0,0,5,-11.0,0
74,1,0,0,6,31.599999999999994,1
21,0,3,0,5,-48.6,0
73,0,3,0,6,12.199999999999989,1
37,1,0,0,9,-56.2,0
36,1,1,0,9,-63.6,0
49,0,2,0,5,-3.4000000000000057,1
58,1,0,1,6,17.19999999999999,1
32,0,0,1,6,-19.200000000000003,0
51,0,0,3,6,23.39999999999999,1
69,0,3,0,6,6.599999999999994,1
48,1,1,0,7,-22.80000000000001,0
65,1,0,1,9,-9.0,1
49,1,3,1,6,-13.400000000000006,0
37,1,0,0,7,-32.2,0
32,1,0,0,7,-39.2,0
62,0,1,1,9,-19.200000000000003,1
40,1,3,1,8,-50.0,0
49,0,2,3,5,20.599999999999994,1
40,0,1,3,9,-34.0,0
67,0,2,0,8,-14.200000000000003,0
74,1,3,1,5,33.599999999999994,1
36,1,3,3,5,-3.5999999999999943,1
59,1,2,0,5,10.599999999999994,1
38,1,3,3,7,-24.80000000000001,0
71,1,1,3,6,45.39999999999999,1
34,1,0,3,5,11.599999999999994,1
28,1,2,2,6,-28.800000000000004,0
71,1,0,0,5,39.39999999999999,1
29,0,2,3,7,-31.400000000000006,0
63,1,0,0,5,28.19999999999999,1
50,0,0,0,9,-38.0,0
72,0,1,1,8,6.799999999999997,1
42,0,0,0,5,-1.2000000000000028,1
71,0,2,3,8,15.399999999999991,1
49,1,0,0,8,-27.400000000000006,0
52,1,3,1,7,-21.200000000000003,0
76,0,0,2,8,26.39999999999999,1
71,0,0,2,7,31.39999999999999,1
28,0,3,1,5,-30.800000000000004,0
73,1,3,3,6,36.19999999999999,1
66,0,2,3,7,20.39999999999999,1
20,0,3,3,8,-62.0,0
63,1,3,0,8,-25.80000000000001,0
54,0,2,2,5,19.599999999999994,1
30,1,2,3,7,-30.0,0
53,1,0,2,5,30.19999999999999,1
35,0,1,1,7,-33.0,0
28,0,2,2,6,-28.800000000000004,0
51,0,3,3,9,-30.60000000000001,0
34,1,0,2,5,3.5999999999999943,1
31,1,3,1,8,-62.6,0
52,1,2,2,5,16.799999999999997,1
64,0,1,0,7,-0.4000000000000057,1
33,0,0,1,5,-5.800000000000004,0
76,0,2,0,6,22.39999999999999,1
76,0,2,0,7,10.399999999999991,1
27,0,3,3,8,-52.2,0
27,0,1,3,8,-40.2,0
46,1,2,1,7,-23.60000000000001,0
31,1,3,3,6,-22.599999999999994,0
20,1,0,2,5,-16.0,0
62,0,3,1,9,-31.200000000000003,0
59,1,0,3,8,10.599999999999994,1
61,1,3,3,6,19.39999999999999,1
70,1,1,2,6,36.0,1
30,0,3,0,6,-48.0,0
58,0,1,2,5,31.19999999999999,1
62,1,1,0,6,8.799999999999997,1
50,0,0,3,6,22.0,1
36,0,3,0,7,-51.6,0
52,0,3,0,7,-29.200000000000003,0
51,0,3,3,6,5.3999999999999915,1
77,1,1,1,6,37.8,1
48,0,2,2,7,-12.800000000000011,0
40,1,3,3,5,2.0,1
40,1,3,2,7,-30.0,0
59,0,2,2,7,2.5999999999999943,1
42,0,0,0,7,-25.200000000000003,0
75,0,3,3,7,27.0,1
25,1,2,1,9,-77.0,0
41,1,3,2,8,-40.599999999999994,0
69,1,1,2,5,46.599999999999994,1
57,1,2,1,5,15.799999999999997,1
56,1,1,2,6,16.39999999999999,1
64,1,2,3,9,-6.400000000000006,0
70,1,0,1,6,34.0,1
73,0,1,3,5,60.19999999999999,1
27,1,3,1,5,-32.2,0
60,1,2,2,6,16.0,1
68,1,3,1,8,-10.800000000000011,0
54,1,0,3,6,27.599999999999994,1
70,0,2,1,8,-2.0,1
30,1,0,2,8,-38.0,0
43,1,2,0,7,-35.800000000000004,0
68,0,1,2,5,45.19999999999999,1
40,0,3,2,7,-30.0,0
70,1,1,0,5,32.0,1
21,1,1,1,7,-52.6,0
59,1,1,2,8,-3.4000000000000057,1
38,1,1,0,7,-36.800000000000004,0
58,1,2,3,9,-14.800000000000011,0
47,1,3,0,7,-36.2,0
78,0,2,2,7,29.19999999999999,1
36,0,2,3,7,-21.599999999999994,0
25,1,2,2,9,-69.0,0
38,1,1,0,5,-12.800000000000004,0
75,1,0,3,7,45.0,1
57,0,1,2,5,29.799999999999997,1
47,1,2,0,6,-18.200000000000003,0
21,0,1,3,8,-48.6,0
57,0,3,2,6,5.799999999999997,1
74,1,3,0,9,-22.400000000000006,0
56,0,1,2,9,-19.60000000000001,0
70,1,1,2,5,48.0,1
71,0,0,2,5,55.39999999999999,1
23,1,1,1,7,-49.800000000000004,0
41,1,1,2,6,-4.599999999999994,1
45,0,0,3,5,27.0,1
68,0,1,0,5,29.19999999999999,1
62,0,1,0,5,20.799999999999997,1
55,1,1,1,8,-17.0,0
77,0,1,1,5,49.8,1
32,0,1,1,8,-49.2,0
71,1,2,2,9,-4.6000000000000085,1
77,1,1,2,7,33.8,1
51,0,0,3,6,23.39999999999999,1
36,0,1,0,5,-15.600000000000001,0
60,0,2,0,8,-24.0,0
55,1,0,2,5,33.0,1
74,1,0,0,5,43.599999999999994,1
79,0,1,2,8,24.599999999999994,1
65,1,3,1,5,21.0,1
38,0,2,2,6,-14.800000000000011,0
77,0,3,3,9,5.800000000000011,1
79,1,1,2,7,36.599999999999994,1
54,0,2,2,5,19.599999999999994,1
65,0,3,0,8,-23.0,0
59,1,2,2,6,14.599999999999994,1
75,0,1,3,5,63.0,1
78,0,2,2,9,5.199999999999989,1
47,1,1,2,9,-32.2,0
20,0,3,1,8,-78.0,0
61,0,2,2,5,29.39999999999999,1
37,1,0,2,5,7.799999999999997,1
67,1,1,2,5,43.8,1
59,1,2,3,9,-13.400000000000006,0
52,0,0,0,5,12.799999999999997,1
31,1,0,1,5,-8.600000000000001,0
27,0,0,1,5,-14.200000000000003,0
43,1,0,2,5,16.19999999999999,1
35,0,1,2,8,-37.0,0
69,0,2,0,9,-23.400000000000006,0
23,1,0,2,7,-35.800000000000004,0
57,0,2,3,8,-4.200000000000003,1
63,0,2,0,5,16.19999999999999,1
46,1,3,2,7,-21.60000000000001,0
28,0,2,0,6,-44.800000000000004,0
66,0,1,1,7,10.399999999999991,1
35,0,1,2,8,-37.0,0
75,1,0,0,9,-3.0,1
31,1,2,0,8,-64.6,0
50,1,1,2,9,-28.0,0
43,1,1,0,9,-53.800000000000004,0
74,1,1,2,9,5.599999999999994,1
33,1,0,2,6,-9.800000000000004,0
64,1,1,3,7,23.599999999999994,1
44,1,2,3,8,-22.400000000000006,0
53,0,1,0,8,-27.80000000000001,0
22,0,1,0,9,-83.2,0
77,0,0,0,6,35.8,1
43,0,2,1,6,-15.800000000000011,0
73,1,1,2,5,52.19999999999999,1
61,0,2,2,6,17.39999999999999,1
28,0,2,1,9,-72.80000000000001,0
45,0,1,1,9,-43.0,0
39,0,0,0,7,-29.400000000000006,0
59,0,2,2,9,-21.400000000000006,0
29,1,3,3,7,-37.400000000000006,0
38,1,1,3,6,-0.8000000000000114,1
22,0,2,1,5,-33.2,0
43,0,2,1,8,-39.80000000000001,0
24,0,2,2,9,-70.4,0
22,0,1,2,6,-31.200000000000003,0
77,1,3,3,9,5.800000000000011,1
46,0,2,2,7,-15.600000000000009,0
35,1,2,0,6,-35.0,0
68,0,0,1,8,7.199999999999989,1
34,1,1,3,7,-18.400000000000006,0
54,1,1,3,6,21.599999999999994,1
31,1,2,0,8,-64.6,0
60,0,0,2,7,16.0,1
72,0,2,2,8,8.799999999999997,1
63,1,2,1,6,12.199999999999989,1
45,0,1,0,7,-27.000000000000007,0
66,0,0,3,5,56.39999999999999,1
53,1,2,0,9,-45.80000000000001,0
42,0,1,3,5,16.799999999999997,1
50,1,2,0,8,-38.0,0
69,0,2,2,6,28.599999999999994,1
39,0,0,3,9,-29.400000000000006,0
31,1,0,1,6,-20.6,0
42,1,0,0,8,-37.2,0
23,1,2,2,6,-35.800000000000004,0
42,1,3,3,7,-19.200000000000003,0
67,0,0,2,7,25.799999999999997,1
74,0,3,0,8,-10.400000000000006,0
67,0,3,1,6,11.799999999999997,1
20,1,3,1,8,-78.0,0
73,0,1,0,9,-11.800000000000011,1
44,0,2,3,6,1.5999999999999943,1
21,0,0,2,7,-38.6,0
49,1,2,2,5,12.599999999999994,1
22,1,2,3,7,-41.2,0
77,0,1,0,6,29.799999999999997,1
40,0,1,2,6,-6.0,0
44,1,1,2,6,-0.4000000000000057,1
39,1,2,0,6,-29.400000000000006,0
68,1,3,2,9,-14.800000000000011,0
71,1,2,3,5,51.39999999999999,1
41,0,1,3,7,-8.599999999999994,0
40,1,2,0,9,-64.0,0
80,0,1,0,8,10.0,1
52,1,1,3,6,18.799999999999997,1
71,0,0,0,7,15.399999999999991,1
57,0,3,3,8,-10.200000000000003,0
80,1,1,3,5,70.0,1
34,0,0,3,7,-12.400000000000006,0
77,0,3,2,9,-2.200000000000003,1
77,0,1,0,8,5.799999999999997,1
65,1,3,2,7,5.0,1
71,1,3,0,9,-26.60000000000001,0
34,1,2,1,6,-28.400000000000006,0
65,0,0,2,7,23.0,1
44,0,3,2,6,-12.400000000000006,0
40,0,2,2,8,-36.0,0
43,0,3,1,8,-45.80000000000001,0
76,1,2,0,8,-1.6000000000000085,1
77,0,1,1,6,37.8,1
24,0,1,0,6,-44.400000000000006,0
25,0,2,0,9,-85.0,0
68,1,1,0,7,5.199999999999989,1
62,0,1,0,9,-27.200000000000003,1
67,1,1,0,6,15.799999999999997,1
63,1,3,1,7,-5.800000000000011,0
66,0,2,2,8,0.3999999999999915,1
42,0,0,1,9,-41.2,0
23,0,0,2,9,-59.800000000000004,0
46,0,2,2,9,-39.60000000000001,0
37,1,3,3,6,-14.200000000000003,0
40,1,1,2,7,-18.0,0
47,1,1,1,8,-28.200000000000003,0
54,1,3,3,6,9.599999999999994,1
41,1,0,0,8,-38.6,0
59,1,2,0,5,10.599999999999994,1
42,1,2,2,5,2.799999999999997,1
22,1,3,0,8,-83.2,0
59,1,1,0,5,16.599999999999994,1
69,1,1,3,7,30.599999999999994,1
29,0,1,1,7,-41.400000000000006,0
44,0,2,0,6,-22.400000000000006,0
71,0,0,0,8,3.3999999999999915,1
68,1,2,1,6,19.19999999999999,1
27,0,3,3,7,-40.2,0
74,1,2,3,7,31.599999999999994,1
30,1,3,0,7,-60.0,0
80,0,2,2,9,8.0,1
24,1,0,1,5,-18.400000000000006,0
77,0,3,3,6,41.80000000000001,1
64,1,1,0,6,11.599999999999994,1
72,1,1,3,7,34.8,1
74,0,2,0,9,-16.400000000000006,0
56,0,2,1,6,2.3999999999999915,1
75,0,0,2,6,49.0,1
78,0,0,1,9,9.199999999999989,1
64,0,1,3,7,23.599999999999994,1
57,0,2,3,9,-16.200000000000003,0
48,1,3,3,5,13.199999999999989,1
24,1,0,2,6,-22.400000000000006,0
28,1,3,1,5,-30.800000000000004,0
78,1,3,0,6,19.19999999999999,1
67,0,0,1,5,41.8,1
21,1,2,1,6,-46.6,0
20,1,3,2,7,-58.0,0
59,0,2,1,8,-17.400000000000006,0
79,1,3,3,9,8.599999999999994,1
70,0,2,2,6,30.0,1
49,0,2,3,9,-27.400000000000006,0
30,0,2,3,6,-18.0,0
47,1,2,1,8,-34.2,0
63,0,0,0,7,4.199999999999989,1
31,1,3,1,7,-50.6,0
58,1,2,0,9,-38.80000000000001,0
45,1,1,2,8,-23.0,0
32,0,3,2,9,-65.2,0
78,0,3,2,7,23.19999999999999,1
27,0,2,3,5,-10.200000000000003,0
80,1,3,3,9,10.0,1
80,1,1,2,6,50.0,1
73,0,1,1,7,20.19999999999999,1
47,1,1,3,6,11.799999999999997,1
77,0,3,3,8,17.80000000000001,1
49,0,3,1,7,-25.400000000000006,0
28,1,2,3,7,-32.800000000000004,0
58,1,3,1,9,-36.80000000000001,0
50,0,3,0,9,-56.0,0
77,1,2,1,6,31.799999999999997,1
40,0,1,0,9,-58.0,0
75,0,2,3,5,57.0,1
66,1,0,0,7,8.399999999999991,1
53,0,3,1,8,-31.80000000000001,0
74,1,3,0,7,1.5999999999999943,1
50,0,0,2,6,14.0,1
71,1,0,1,9,-0.6000000000000085,1
44,1,0,1,7,-14.400000000000006,0
31,0,2,0,9,-76.6,0
20,1,1,3,6,-26.0,0
74,1,2,3,9,7.599999999999994,1
41,0,0,1,8,-30.599999999999994,0
59,1,2,1,6,6.599999999999994,1
56,0,3,0,7,-23.60000000000001,0
66,1,2,1,7,4.3999999999999915,1
20,0,0,1,8,-60.0,0
20,0,3,3,5,-26.0,0
76,0,1,1,9,0.3999999999999915,1
61,0,2,0,7,-10.600000000000009,0
73,1,2,1,8,2.1999999999999886,1
61,0,0,1,9,-14.600000000000009,1
40,1,1,1,6,-14.0,0
34,0,3,2,8,-50.400000000000006,0
36,1,0,1,6,-13.600000000000001,0
41,0,0,0,6,-14.600000000000001,0
57,1,2,3,6,19.799999999999997,1
54,1,1,3,9,-14.400000000000006,0
64,0,0,2,5,45.599999999999994,1
35,0,2,0,6,-35.0,0
27,0,3,3,7,-40.2,0
66,1,0,3,9,8.399999999999991,1
36,1,3,1,9,-67.6,0
36,1,3,1,6,-31.6,0
73,1,2,1,7,14.199999999999989,1
45,0,1,2,8,-23.0,0
32,0,3,1,9,-73.2,0
36,0,0,0,6,-21.6,0
57,0,1,2,6,17.799999999999997,1
36,1,1,3,5,8.400000000000006,1
67,1,2,3,5,45.8,1
33,0,0,0,8,-49.800000000000004,0
64,1,0,0,8,-6.400000000000006,1
25,0,2,3,8,-49.0,0
54,1,2,0,8,-32.400000000000006,0
65,1,1,0,6,13.0,1
33,1,3,0,6,-43.800000000000004,0
66,1,3,1,6,10.399999999999991,1
27,1,3,3,7,-40.2,0
80,1,3,0,8,-2.0,1
34,0,0,0,7,-36.400000000000006,0
73,1,0,1,9,2.1999999999999886,1
80,0,2,3,9,16.0,1
46,0,2,2,6,-3.6000000000000085,1
32,0,3,3,9,-57.2,0
68,0,2,3,6,35.19999999999999,1
50,0,0,3,8,-2.0,1
72,0,3,1,7,6.799999999999997,1
75,1,3,3,6,39.0,1
54,1,0,2,5,31.599999999999994,1
79,1,1,0,5,44.599999999999994,1
25,0,3,3,8,-55.0,0
24,0,2,1,7,-54.400000000000006,0
41,0,1,3,6,3.4000000000000057,1
77,1,0,3,8,35.80000000000001,1
68,1,1,2,7,21.19999999999999,1
42,1,1,2,5,8.799999999999997,1
44,0,3,1,6,-20.400000000000006,0
53,0,1,1,7,-7.800000000000011,0
45,0,2,1,9,-49.0,0
66,1,3,1,6,10.399999999999991,1
24,0,0,1,9,-66.4,0
45,0,2,0,8,-45.00000000000001,0
39,0,3,0,7,-47.400000000000006,0
25,0,1,1,7,-47.0,0
25,1,2,1,7,-53.0,0
78,1,3,0,7,7.199999999999989,1
69,0,3,2,6,22.599999999999994,1
37,0,0,0,9,-56.2,0
23,1,3,1,9,-85.80000000000001,0
36,1,0,2,8,-29.599999999999994,0
76,0,1,1,8,12.399999999999991,1
33,1,3,3,7,-31.80000000000001,0
33,1,3,2,5,-15.800000000000004,0
32,0,1,1,5,-13.200000000000003,0
26,1,3,0,7,-65.6,0
63,1,3,1,9,-29.80000000000001,0
74,1,2,0,8,-4.400000000000006,1
34,1,0,2,6,-8.400000000000006,0
38,0,3,0,5,-24.800000000000004,0
62,1,3,2,8,-11.200000000000003,0
66,1,0,1,5,40.39999999999999,1
63,0,2,0,9,-31.80000000000001,0
54,1,0,2,9,-16.400000000000006,0
36,0,3,2,7,-35.599999999999994,0
54,0,1,2,7,1.5999999999999943,1
38,1,1,3,5,11.199999999999989,1
39,1,2,2,5,-1.4000000000000057,1
55,1,2,1,8,-23.0,0
54,1,3,1,7,-18.400000000000006,0
51,1,2,1,9,-40.60000000000001,0
77,0,3,2,8,9.799999999999997,1
67,1,1,1,8,-0.20000000000000284,1
63,0,2,2,6,20.19999999999999,1
59,1,3,2,9,-27.400000000000006,0
43,0,0,2,8,-19.80000000000001,0
80,1,2,3,6,52.0,1
80,1,3,0,7,10.0,1
36,1,3,1,9,-67.6,0
26,1,0,3,7,-23.6,0
62,1,1,1,6,16.799999999999997,1
69,0,0,3,9,12.599999999999994,1
20,1,3,0,5,-50.0,0
54,1,0,0,5,15.599999999999994,1
51,1,0,0,5,11.399999999999991,1
55,0,3,0,8,-37.0,0
32,1,1,2,5,-5.200000000000003,0
25,0,0,1,8,-53.0,0
77,1,0,1,8,19.799999999999997,1
33,0,2,1,6,-29.800000000000004,0
56,1,2,2,5,22.39999999999999,1
67,1,3,1,9,-24.200000000000003,0
34,0,3,0,8,-66.4,0
66,1,3,1,6,10.399999999999991,1
23,0,2,1,8,-67.80000000000001,0
59,1,3,3,9,-19.400000000000006,0
78,1,0,2,9,17.19999999999999,1
35,0,0,0,5,-11.0,0
47,1,1,0,8,-36.2,0
35,0,3,0,9,-77.0,0
23,0,0,1,7,-43.800000000000004,0
64,1,0,0,9,-18.400000000000006,1
45,1,1,0,9,-51.00000000000001,0
47,1,0,3,8,-6.200000000000003,0
51,0,1,1,9,-34.60000000000001,0
64,0,1,3,6,35.599999999999994,1
21,1,2,2,9,-74.6,0
50,0,0,1,7,-6.0,0
22,0,2,3,9,-65.2,0
73,0,0,2,5,58.19999999999999,1
27,0,2,3,8,-46.2,0
43,1,1,2,7,-13.800000000000011,0
34,1,1,0,6,-30.400000000000006,0
62,1,1,0,9,-27.200000000000003,1
50,0,1,1,9,-36.0,0
28,0,0,3,6,-8.800000000000004,0
58,0,3,3,9,-20.80000000000001,0
64,0,0,2,5,45.599999999999994,1
21,1,2,1,7,-58.6,0
27,0,0,0,9,-70.2,0
26,0,0,3,6,-11.600000000000001,0
75,1,2,2,6,37.0,1
63,1,1,0,7,-1.8000000000000114,1
70,1,2,0,5,26.0,1
58,0,2,0,7,-14.800000000000011,0
61,0,3,2,9,-24.60000000000001,0
80,0,3,2,5,50.0,1
76,0,1,0,5,40.39999999999999,1
35,0,2,2,6,-19.0,0
54,0,2,0,5,3.5999999999999943,1
49,1,2,0,9,-51.400000000000006,0
29,0,0,0,9,-67.4,0
57,1,3,2,9,-30.200000000000003,0
37,1,3,1,8,-54.2,0
69,1,1,1,5,38.599999999999994,1
24,0,3,2,5,-28.400000000000006,0
72,0,3,3,9,-1.2000000000000028,1
48,1,1,2,6,5.199999999999989,1
58,0,2,3,5,33.19999999999999,1
79,0,0,0,8,14.599999999999994,1
53,1,1,3,5,32.19999999999999,1
62,0,3,0,7,-15.200000000000003,0
64,0,1,1,8,-4.400000000000006,1
42,0,3,0,6,-31.200000000000003,0
24,0,2,3,8,-50.400000000000006,0
49,1,2,1,8,-31.400000000000006,0
25,1,2,1,5,-29.0,0
75,0,3,2,8,7.0,1
77,0,1,3,9,17.80000000000001,1
80,0,3,3,8,22.0,1
65,1,2,2,5,35.0,1
63,0,2,2,9,-15.800000000000011,0
23,0,2,1,6,-43.800000000000004,0
48,1,3,2,7,-18.80000000000001,0
42,0,0,1,8,-29.200000000000003,0
25,1,2,3,9,-61.0,0
51,0,1,2,9,-26.60000000000001,0
61,1,2,3,6,25.39999999999999,1
37,0,3,1,6,-30.200000000000003,0
34,0,1,0,7,-42.400000000000006,0
59,1,3,0,7,-19.400000000000006,0
77,1,0,3,5,71.80000000000001,1
51,1,0,1,7,-4.6000000000000085,1
28,1,3,1,7,-54.800000000000004,0
56,1,2,0,9,-41.60000000000001,0
29,0,1,1,8,-53.400000000000006,0
39,1,2,1,8,-45.400000000000006,0
25,1,3,3,7,-43.0,0
67,1,3,0,5,15.799999999999997,1
75,1,2,1,5,41.0,1
78,0,1,3,8,31.19999999999999,1
22,0,1,2,6,-31.200000000000003,0
61,0,1,0,9,-28.60000000000001,1
30,0,1,3,7,-24.0,0
62,0,1,2,9,-11.200000000000003,1
36,1,0,1,7,-25.6,0
51,0,0,1,7,-4.6000000000000085,1
23,0,3,2,8,-65.80000000000001,0
23,1,0,3,9,-51.800000000000004,0
36,1,1,1,9,-55.6,0
60,0,1,1,6,14.0,1
38,0,1,3,6,-0.8000000000000114,1
24,1,3,3,9,-68.4,0
51,0,3,2,6,-2.6000000000000085,1
41,1,2,1,6,-18.599999999999994,0
75,1,0,3,7,45.0,1
25,0,0,0,8,-61.0,0
54,0,2,2,7,-4.400000000000006,1
41,0,2,2,6,-10.599999999999994,0
20,1,0,2,7,-40.0,0
39,1,1,2,7,-19.400000000000006,0
41,0,0,0,5,-2.6000000000000014,1
67,0,1,2,7,19.799999999999997,1
74,0,3,2,7,17.599999999999994,1
30,1,0,3,8,-30.0,0
32,1,0,1,9,-55.2,0
78,1,3,2,5,47.19999999999999,1
61,0,3,3,5,31.39999999999999,1
22,1,3,3,5,-23.200000000000003,0
28,1,3,1,5,-30.800000000000004,0
79,0,3,3,8,20.599999999999994,1
31,1,2,3,9,-52.599999999999994,0
42,0,2,2,8,-33.2,0
33,1,3,2,5,-15.800000000000004,0
52,0,3,3,9,-29.200000000000003,0
37,0,3,0,8,-62.2,0
68,1,3,1,9,-22.80000000000001,0
78,0,1,3,8,31.19999999999999,1
60,1,1,3,9,-6.0,1
28,0,3,0,8,-74.80000000000001,0
42,0,3,1,5,-11.200000000000003,0
29,0,0,3,5,4.599999999999994,1
38,1,3,3,5,-0.8000000000000114,1
80,0,3,2,8,14.0,1
66,0,2,3,9,-3.6000000000000085,1
24,1,1,0,9,-80.4,0
66,0,3,3,6,26.39999999999999,1
71,0,1,1,7,17.39999999999999,1
42,0,1,1,5,0.7999999999999972,1
49,0,0,0,5,8.599999999999994,1
44,1,1,3,5,19.599999999999994,1
47,0,1,3,6,11.799999999999997,1
53,0,3,3,6,8.199999999999989,1
64,1,2,3,6,29.599999999999994,1
75,0,3,3,5,51.0,1
67,0,3,1,9,-24.200000000000003,0
66,1,2,2,5,36.39999999999999,1
44,1,2,1,6,-14.400000000000006,0
29,1,0,2,6,-15.400000000000006,0
33,1,2,1,7,-41.800000000000004,0
61,0,3,0,8,-28.60000000000001,0
76,1,2,3,7,34.39999999999998,1
65,0,2,2,7,11.0,1
77,1,2,1,5,43.8,1
49,0,1,2,8,-17.400000000000006,0
74,1,0,3,8,31.599999999999994,1
60,1,1,0,5,18.0,1
44,0,1,3,9,-28.400000000000006,0
33,1,0,1,5,-5.800000000000004,0
54,1,1,1,9,-30.400000000000006,0
71,1,2,2,9,-4.6000000000000085,1
67,0,0,0,8,-2.200000000000003,1
53,1,1,0,5,8.199999999999989,1
29,1,3,1,5,-29.400000000000006,0
54,0,1,2,8,-10.400000000000006,0
30,0,3,3,7,-36.0,0
30,1,2,3,5,-6.0,0
40,0,3,1,6,-26.0,0
40,0,1,1,6,-14.0,0
41,0,1,3,5,15.400000000000006,1
64,1,1,3,9,-0.4000000000000057,1
26,1,0,3,8,-35.6,0
74,0,0,2,9,11.599999999999994,1
36,1,1,0,6,-27.6,0
21,0,1,1,6,-40.6,0
31,1,2,1,8,-56.6,0
76,0,0,2,6,50.39999999999999,1
61,1,0,3,7,25.39999999999999,1
37,0,0,2,6,-4.200000000000003,1
73,1,3,3,9,0.19999999999998863,1
78,1,1,1,9,3.1999999999999886,1
30,0,2,0,7,-54.0,0
35,1,2,2,9,-55.0,0
